Question ID,Exam,Questions,Option A,Option B,Option C,Option D,Answer,Explanation,Subject,Topic,Subtopic,Classification Status
Q002874,69th BPSC,Which one among the following states has launched 'Safe City Surveillance Scheme' for checking crime against women at public place in December 2017?,Maharashtra,Uttarakhand,Bihar,Delhi,(C) (C) Bihar,"Many schemes are being run by Bihar government for women empowerment like –

• Chief Minister Kanya Utthan Yojana
Chief Minister Nari Shakti Yojana
• livelihood plan
Chief Minister Women and Youth Entrepreneur Scheme
Chief Minister Kanya Suraksha Yojana",Bihar Polity & Governance,Law and Order,Safe City Surveillance Scheme,CLASSIFIED
Q002875,69th BPSC,The world's first Gender Literature Festival was held at:,Patna,Jaipur,Mumbai,Hyderabad,(A) (A) Patna,The objective of this festival was to provide a platform to exchange and share ideas and learn about the experiences of eminent people in the field of gender literature. The Gender Resource Center of Bihar Women Development Corporation (WDC) had organized the festival.,Art & Culture,Literature,Gender Literature Festival,CLASSIFIED
Q002876,69th BPSC,Which State has hosted the 6<sup>th</sup> Commonwealth Parliamentary Association (CPA) India Regional Conference?,Chhattisgarh,West Bengal,Bihar,Assam,(C) (C) Bihar,"In 2020, the 7th Commonwealth Parliamentary Association (CPA) Assembly of India Region was held in Lucknow.

On April 9, 2022, the mid-year executive committee meeting of the Commonwealth Parliamentary Association (CPA) was held at the Assam Legislative Assembly in Guwahati.

‘Eighth Commonwealth Parliamentary Association India Region Conference’ was organized in Assam Legislative Assembly on 11 and 12 April 2022.

Lok Sabha Speaker Om Birla addressed the concluding session of the 19th Annual Zone-III Conference of the Commonwealth Parliamentary Association India Region in Gangtok.",Indian Polity,State Government,Commonwealth Parliamentary Association Conference,CLASSIFIED
Q002877,69th BPSC,The 32<sup>nd</sup> Summer Olympic Games will be held in:,Tokyo,Nagoya,Paris,Doha,(A) (A) Tokyo,"Tokyo Olympics (23 July – 8 August 2021)Mascot – Miraitova, Total Countries – 206
• First place – America, India’s place – 48th
India won 1 gold, 2 silver, 4 bronze medals (total 7 medals)

Gold medal winner – Neeraj Chopra (javelin throw – 87.58 meters)
• 33rd Olympic Games – Paris, France (2024)
• 34th Olympic Games – Los Angeles, USA (2028)",Geography,International,32<sup>nd</sup> Summer Olympic Games,CLASSIFIED
Q002878,69th BPSC,Who became the first Indian para athlete to win the Gold at World Para Athletics Championships?,Santosh Kumar,Sunder Singh Gurjar,Devendra Singh Kang,Anu Raghavan,(B) (B) Sunder Singh Gurjar,Sundar Singh Gurjar wins bronze medal in javelin throw at Tokyo Paralympics 2020,Current Affairs,Sports,Para Athlete Gold Medal,CLASSIFIED
Q002879,69th BPSC,"The famous book, Indira: Most Powerful Prime Minister is written by :",Rajendra Saxena,Nandan Nilekani,A. J. Fin,Sagarika Ghosh,(D) (D) Sagarika Ghosh,"Sagarika Ghosh is the author of two novels, The Gin Drinkers, published in 1998, and Blind Faith, published in 2004.
A book titled “Atal Bihari Vajpayee” written by Sagarika Ghosh has been released in February 2022.

Book And Author

Birsa Munda tribe leader – Alok Chakrawal
• Unfield Barrels India Oil Story – Richa Mishra
• Queen of Fire – Devika Rangachari
Crunch Time Narendra Modi's National Security Crisis – Shriram Chaulia
The Blue Book – Amitav Kumar
• The Millennial Yogi – Deepam Chatterjee
• A Nation to Protect – Priyam Gandhi Mod
Dignity in a Digital Age Making Tech Work for Al of Us – Ro Khanna",History of India,Biography,Indira Gandhi Book,CLASSIFIED
Q002880,69th BPSC,Conflicts of Interest : My Journey Through India's Green Movement is written by :,Sanjay Manjrekar,Sunita Narain,Rajeev Maharshi,Rajal Gupta,(B) (B) Sunita Narain,"• In 2005, he was honored with Padma Shri
• He has also published an English magazine named Down to Earth
Sanjay Manjrekar's autobiography- 'Imperfect
Rajiv Mehrishi (Former Comptroller and Auditor General) – ‘India 2017",Society,Social Issues,Conflicts of Interest Book,CLASSIFIED
Q002881,69th BPSC,“Time in Now: Rural and Urban Activists Transforming Women's Lives” was the theme of:,"World Students Day, 2018","International Labour Day, 2018","International Girl Child Day, 2018","International Women's Day, 2018","(D) (D) International Women's Day, 2018","International Women's Day is celebrated on 8 March.

Theme in 2021 – Woman in Leadership – Achieving an equal future in covid – 19 worlds.
Theme of International Women's Day 2022- 'Gender Equality Today for a Sustainable Tomorrow'
Theme of International Women's Day 2023- 'DigitALL: Innovation and Technology for Gender Equality'",Indian Polity,Constitution,VVPAT,CLASSIFIED
Q002882,69th BPSC,"VVPAT used in Electronic Voting Machine, stands for:",Voter Verifiable Paper Audit Trail,Voter Verying Paper Account Trai,Voter Verified Paper Account Trail,Voting Verifiable Paper Audit Trail,(A) (A) Voter Verifiable Paper Audit Trail,"EVM was used for the first time in 1982 in the assembly constituency of Kerala.

Voter Verified Paper Audit Trail (VVPAT) is a type of machine which is attached to the EVM. This machine confirms that the vote has been cast and through this the voting can be confirmed. This machine was designed by Bharat Electronics Limited and Electronics Corporation of India Limited.",Indian Economy,Banking,National Rail and Transportation University,CLASSIFIED
Q002883,69th BPSC,India's first National Rail and Transportation University is established at:,Indore,Rae Bareilly,Visakhapatnam,Vadodara,(D) (D) Vadodara,"• Present Railway Minister – Ashwini Vaishnav
Assembly elections were held in Gujarat in two phases from 1 to 5 December 2022 to elect 182 members of the 15th Gujarat Assembly, the counting of votes will be done on 8 December 2022.

Note: After the declaration of the result, the oath of office of the new Chief Minister will be taken.",Geography,Ports,Kandla Port,CLASSIFIED
Q002884,69th BPSC,Kandla Port is renamed as :,"Deen Dayal Port, Gujarat","Haldia Port, Kolkata","Jawaharlal Nehru Port, Mumbai","Kamarajar Port, Chenna","(A) (A) Deen Dayal Port, Gujarat",It is a tidal port located in the Gulf of Kutch. At presen there are a total of 13 major ports in India,Geography,Ports,VVPAT,CLASSIFIED
Q002885,69th BPSC,Deendayal Upadhyaya Port 2. Mumbai Port 3. Jawahar Lal Port 4. Goa Port 5. Mangalore Port 6. Kochi Port 7. Tuticorin Port 8. Chennai Port 9. Ennore Port 10. Visakhapatnam Port 11. Paradip Port 12. Kolkata Port 13. Port Blair Port 548. Which High Court has banned the use of the word 'Dalit' in official communication?,Bombay High Court,Rajasthan High Court,Himachal Pradesh High Court,Madhya Pradesh High Court,(D) (D) Madhya Pradesh High Court,"The word Harijan was banned in 1982.

At present there are a total of 25 High Courts in India Amravati High Court is the latest High Court which was constituted in the year 2019. High Courts have been established under Article 214, Chapter 5 Part 6 of the Indian Constitution.",Indian Polity,Constitutional Bodies,High Court,CLASSIFIED
Q002886,69th BPSC,World’s largest underwater cave has been discovered in :,Tulum (Mexico),Seoul (South Korea),Tokyo (Japan) (D) Dubai (UAE),,(A) (A) Tulum (Mexico),"Capital of Mexico – Mexico City

Note:- It was decided by the Department of Commerce, Government of India, to send one selected meritoriou boy or girl from each of the 112 aspirational districts to participate in the World Expo 2021-22 Dubai.

CDPO (2005) BPSC",Geography,Geomorphology,Underwater Cave,CLASSIFIED
Q002887,69th BPSC,"According to the Human Development Report, 2005, what is the rank of India on the basis of human development indicators?",135<sup>th</sup>,,,,(B) (B) 127th,"Human Development Index is released by UNDP. In the year 2005, India's rank in Human Development Index was 127th.

The Human Development Index (HDI) was developed by Pakistani economist Mehboob ul Haq. It is issued by UNDP. It is a composite figure of life expectancy, education, per capita income indicators.

Human Development Index – 2021-22

• First place – Switzerland | 2nd place – Norway
• India's rank – 132 | Last place – Yemen

The theme of the Human Development Report 2021-22 is “Uncertain Times, Unsettled Lives: Shaping our Future in a World in Transformation”.

The first HDI was published in 1990 and since then, with the exception of 2012, it has been released annually.",Indian Economy,Development,Human Development Report 2005,CLASSIFIED
Q002888,69th BPSC,"In the year 2004, What was L.J.P.'s condition?",,,,,(D) (D) 4th order,"Status of assembly elections held in Bihar in the year 2020-

⚫ 1st – RJD (78 seats)

⚫ 2nd – BJP (74 seats)

⚫ 3rd – JDU (43 seats)

⚫ 4th – LJP (1 seats)",History of India,Harshavardhana,L.J.P.'s condition,CLASSIFIED
Q002889,69th BPSC,What is the chronological order of Dr. A.P.J. Abdul Kalam as President of India?,,14th,,15th,(*) 11th,"Present President of India – Draupadi Murmu (15th)
Presently Vice-President of India- Jagdeep Dhankhar (14th)
• Constitutional provisions related to the President
• Article 54: Election of the President
● Article 55: Procedure for election of the President.
• Article 56: Term of office of the President.
• Article 57: Eligibility for re-election.
• Article 58: Qualification for election as President.

In the election of the President of India, the electora college is composed of all the elected members of the upper and lower houses of the Parliament (Rajya Sabha and Lok Sabha MPs) and the elected members of the Legislative Assemblies (MLAs) of the states and union territories.",History of India,Dr. A.P.J. Abdul Kalam,Chronological Order as President,CLASSIFIED
Q002890,69th BPSC,Sandeep Pandey received Magsaysay Award for:,Emergent leadership,Community leadership,Public service,Government servic,(A) (A) Emergent leadership,"The Ramon Magsaysay Award was started in the year 1957 as an annual award in memory of the third President of the Philippines, Ramon Magsaysay. This award is also called the Nobel of Asia.

Ramon Magsaysay Award-2022

• Cambodian psychiatrist – Sothiara Chhim and
• Japanese ophthalmologist – Tadashi Hattori
Pediatricians from the Philippines – Bernadette Madrid and
• French environmental activist – Gary Benchegh",General Mental Ability & CSAT,Blood Relations,Sandeep Pandey - Magsaysay Award,CLASSIFIED
Q002891,69th BPSC,Who was forced to leave the rule of Indonesia after 32 years in May 1998?,Abdul Nasser,Kemal Ataturk,Suharto,Ahmed Sukarno,(C) (C) Suharto,"‘Suharto’ was the military ruler and second president of Indonesia, Whose tenure was from 12 March 1967 to 21 March 1998, Joko Widodo is the 7th President of Indonesia

Note:- Indonesian President Joko Widodo handed over the presidency of G20 for the year 2023 to India at the closing ceremony of the Bali Summit.",History of India,Suhrawardy Brothers,Indonesia's forced leave,CLASSIFIED
Q002892,69th BPSC,"In the year 1997, Arundhati Roy received the world's highest literary award established by the Booker Company for her book:",Area of darkness.,God of Small Things,Midnight's Children,Naked tragal,(B) (B) For God of Small Things,"In the year 1997, the Booker Prize was given to Arundhati Roy for her book The God of Small Things.
In the year 2021, the International Booker Prize has been given to French novelist David Diop. He has been given this award for his English translated book “At Night All Blood is Black.”
Sri Lankan author Shehan Karunathilaka was awarded the Booker Prize 2022 for his novel “The Seven Moons of Mali Almeida”.
Gitanjali Shri's 'Tomb of Sand' received the International Booker Prize for the year 2022.",History of India,Indian Independence Movement,Arundhati Roy - Booker Company Award,CLASSIFIED
