Question ID,Subject,Topic,Subtopic
Q002947,General Mental Ability & CSAT,Coding-Decoding,"In a code language, if FASTER is written as 2229212319 and MONK is written as 15161412, then how will GUIDE be written in this language?"
Q002948,Mathematics — Mains,Mensuration,A rectangle has an area 30cm<sup>2</sup> and perimeter 26 cm. Its sides (in cm) are:
Q002949,Indian Economy,Fiscal Policy,"If he charges 10% GST, then the final price of the item is:"
Q002950,Indian Polity,Constitution,Arrange the following words in a logical and meaningful order: 1. Vice President 2. President 3. Speaker 4. Prime Minister 5. Members of the Parliament
Q002951,Bihar Economy,Agriculture,"A shopkeeper offers 10% discount on an item with marked price Rs.400. If he charges 10% GST, then the final price of the item is:"
Q002952,General Mental Ability & CSAT,Logical Reasoning,Which of the following statements is false?
Q002953,General Mental Ability & CSAT,Blood Relations,"K is the mother of M, who is the only sister of H."
Q002954,Indian Economy,Development,Shashi loses 25% by selling oranges at the rate of Rs 150 per dozen.
Q002955,Mathematics — Mains,Mensuration,The lengths of the diagonals of a rhombus are 10 cm and 24 cm.
Q002956,General Mental Ability & CSAT,Rivers,A train of length 140 m is running at a speed of 60 km/hr and a dog is running in the same direction parallel to the train at a speed of 18 km/hr.
Q002957,General Mental Ability & CSAT,Time and Work,A clock is set exactly at 6 a.m. It gains 10 minutes in 24 hours.
Q002958,General Mental Ability & CSAT,Time and Work,At what time between 5 and 6 will the two hands of a watch coincide?
Q002959,General Mental Ability & CSAT,Age Problems,"Anil and Suman together can do a work in 12 days, which Anil alone can do in 20 days."
Q002960,Indian Economy,Human Development,"In a class of 55 students, 34 like to play cricket and 26 like to play badminton. Also, every student likes to play at least one of the two games."
Q002961,Mathematics — Mains,Arithmetic,What are those two natural numbers whose product is 2400 and the sum of whose squares is 5200?
Q002962,Mathematics — Mains,Numbers,How many numbers between 100 and 500 are divisible by 4. 5 and 6?
Q002963,Indian Economy,Agriculture,"In a mixture of 70 kg, the ratio of sand and cement is 4:1. How much sand should be added to the mixture so that the ratio of sand and cement in it becomes 6 : 1?"
Q002964,Mathematics — Mains,Mensuration,The perimeter of a rhombus is 52 meters and its and its shorter diagonal is 10m. The length of the longer diagonal is:
Q002965,General Mental Ability & CSAT,Mathematical & Symbol Operations,Speed and Distance
Q002966,General Mental Ability & CSAT,Coding-Decoding,Clock Problems
Q002967,General Mental Ability & CSAT,Coding-Decoding,Continued Fractions
Q002968,General Mental Ability & CSAT,Number Series,Finding the Missing Number
Q002969,Indian Economy,Development,Gross Domestic Product
Q002970,General Mental Ability & CSAT,Arithmetic,Number Problems
Q002971,General Mental Ability & CSAT,Mathematical & Symbol Operations,Finding the Missing Number
Q002972,Indian Economy,Banking,Profit and Loss
Q002973,Geography,Rivers,Train Speed and Distance
Q002974,General Mental Ability & CSAT,Coding-Decoding,Word Problems
Q002975,Indian Economy,Development,Population Growth
Q002976,General Mental Ability & CSAT,Age Problems,Calculating Population
Q002977,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q002978,General Mental Ability & CSAT,Age Problems,Relative-age word-problems
Q002979,General Mental Ability & CSAT,Coding-Decoding,"Family-relation ""story"" puzzles"
Q002980,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quantitative word-problems
Q002981,General Mental Ability & CSAT,Age Problems,Relative-age word-problems
Q002982,General Mental Ability & CSAT,Odd One Out,Number & Letter Series
Q002983,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q002984,General Mental Ability & CSAT,Age Problems,Relative-age word-problems
Q002985,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quantitative word-problems
Q002986,Mathematics — Mains,Algebra,Harmonic Mean of Roots of a Quadratic Equation
Q002987,General Mental Ability & CSAT,Age Problems,Relative-age word-problems
Q002988,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quantitative word-problems
Q002989,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q002990,Indian Economy,Agriculture,Milk Production
Q002991,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quantitative word-problems
Q002992,General Mental Ability & CSAT,Coding-Decoding,Arithmetic symbol-substitution puzzles
Q002993,Mathematics — Mains,Arithmetic,The number of ways in which 12 identical pens can be distributed between two students
Q002994,Mathematics — Mains,Algebra,If and then will be
Q002995,General Mental Ability & CSAT,Mathematical & Symbol Operations,If then the value of S is
Q002996,General Mental Ability & CSAT,Mathematical & Symbol Operations,If then the value of x is
Q002997,General Mental Ability & CSAT,Quantitative word-problems,"Two trains, each of length 150 meters, are moving in opposite directions with equal speed of 90 km per hour"
Q002998,Mathematics — Mains,Combinatorics,The number of ways in which 12 identical pens can be distributed between two students
Q002999,Indian Economy,Agriculture,If the radii of circles A and B are in the ratio 1.5 : 1
Q003000,General Mental Ability & CSAT,Mathematical & Symbol Operations,One tap can fill a water tank in 3 hours and another tap can empty it in 4 hours
Q003001,General Mental Ability & CSAT,Mathematical & Symbol Operations,Coding-Decoding
Q003002,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic
Q003003,Indian Economy,Development,Human Development Index
Q003004,Indian Economy,Development,National Awards
Q003005,General Mental Ability & CSAT,Mathematical & Symbol Operations,Number Calculation
Q003006,General Mental Ability & CSAT,Age Problems,Age Calculation
Q003007,General Mental Ability & CSAT,Mathematical & Symbol Operations,Consecutive Numbers
Q003008,General Mental Ability & CSAT,Mathematical & Symbol Operations,Algebraic Equation
Q003009,General Mental Ability & CSAT,Development,Profit Percentage
Q003010,General Mental Ability & CSAT,Mathematical & Symbol Operations,Ratio and Proportion
Q003011,General Mental Ability & CSAT,Mathematical & Symbol Operations,Time and Distance
Q003012,General Mental Ability & CSAT,Mathematical & Symbol Operations,Distance and Speed
Q003013,General Mental Ability & CSAT,Mathematical & Symbol Operations,If + = 𝟐𝟐 then the value of
Q003014,Geography,Rivers,the length of the longest pole that can be placed in a room 12 meters long. 9 meters wide and 8 meters high
Q003015,General Mental Ability & CSAT,Development,the value of
Q003016,General Mental Ability & CSAT,Coding-Decoding,How many prime numbers are there between 1 and 50
Q003017,Indian Economy,Development,"If , then is equal to"
Q003018,General Mental Ability & CSAT,Age Problems,In an examination every candidate takes Hindi or History or both. 66% takes Hindi and 59% took History. The total number of candidates was 3000. How many candidates takes both Hindi and History
Q003019,General Mental Ability & CSAT,Mathematical & Symbol Operations,"If , then the value of x is"
Q003020,General Mental Ability & CSAT,Mathematical & Symbol Operations,In an examination every candidate takes Hindi or History or both. 66% takes Hindi and 59% took History. The total number of candidates was 3000. How many candidates takes both Hindi and History
Q003021,General Mental Ability & CSAT,Age Problems,"The average age of 4 sisters is 7 years. If we add the age of mother, then the average increases by 6 years. Find the age of the mother"
Q003022,General Mental Ability & CSAT,Mathematical & Symbol Operations,"If , then the value of x is"
Q003023,General Mental Ability & CSAT,Coding-Decoding,"If 𝟏 yes, then S is"
Q003024,Indian Economy,Development,"A number when divided by 342 gives a remainder 47. When the same number is divided by 19, what would be the remainder"
Q003025,Indian Economy,Development,scheme/index
Q003026,Mathematics — Mains,Arithmetic,profit/loss and cost/selling price
Q003027,General Mental Ability & CSAT,Age Problems,what this question asks you to calculate
Q003028,Geography,Rivers,the specific river/project this question names
Q003029,General Mental Ability & CSAT,Mathematical & Symbol Operations,the specific mission/discovery this question names
Q003030,General Mental Ability & CSAT,Development,scheme/index
Q003031,Mathematics — Mains,Percentage,market value of each share
Q003032,General Mental Ability & CSAT,Coding-Decoding,the specific coding technique this question uses
Q003033,Indian Economy,Agriculture,investment and profit ratio
Q003034,Mathematics — Mains,Algebra,fifth value
Q003035,Indian Economy,Development,scheme/index
Q003036,General Mental Ability & CSAT,Coding-Decoding,the specific coding technique this question uses
Q003037,General Mental Ability & CSAT,Coding-Decoding,Figure-based coding-decoding
Q003038,General Mental Ability & CSAT,Coding-Decoding,"A26H. C24F, G20B"
Q003039,General Mental Ability & CSAT,Basic Numeracy,Salary Calculation
Q003040,General Mental Ability & CSAT,Mathematical & Symbol Operations,Number & Letter Series
Q003041,General Mental Ability & CSAT,Mathematical & Symbol Operations,Coding-Decoding
Q003042,Geography,Irrigation,Water Tank
Q003043,Indian Economy,Industry,Expenditure
Q003044,Mathematics — Mains,Algebra,Function
Q003045,Mathematics — Mains,Algebra,Variable
Q003046,Mathematics — Mains,Statistics,Variance
Q003047,General Science,Physics,Logarithm
Q003048,Mathematics — Mains,Algebra,Equation
Q003049,General Mental Ability & CSAT,Number & Letter Series,The series is :
Q003050,Geography,Rivers,Meghat River
Q003051,General Mental Ability & CSAT,Mathematical & Symbol Operations,Angle between two lines
Q003052,Mathematics — Mains,Trigonometry,tan
Q003053,Mathematics — Mains,Circles,Area of a circle
Q003054,Mathematics — Mains,Algebra,Value of expression
Q003055,Mathematics — Mains,Functions,Value of function
Q003056,Mathematics — Mains,Statistics,Median of a data set
Q003057,Mathematics — Mains,Matrices,Inverse of a matrix
Q003058,General Mental Ability & CSAT,Circles,Area covered by a circle
Q003059,Mathematics — Mains,Circles,Radius of a circular path
Q003060,General Mental Ability & CSAT,Coordinate Geometry,Midpoint of two points
Q003061,General Mental Ability & CSAT,Coding-Decoding,The solution to the differential equation
Q003062,General Mental Ability & CSAT,Blood Relations,Family-relation 'story' puzzle
Q003063,Mathematics — Mains,Arithmetic,The value of
Q003064,Mathematics — Mains,Arithmetic,The maximum value of
Q003065,General Mental Ability & CSAT,Mathematical & Symbol Operations,The solution to the differential equation
Q003066,General Mental Ability & CSAT,Age Problems,The point on the curve where the tangent line makes an angle of with the x axis
Q003067,General Mental Ability & CSAT,Mathematical & Symbol Operations,"A coin is thrown above the ground with a velocity of 9.8 meter per second, it will rise to the following height"
Q003068,General Mental Ability & CSAT,Mathematical & Symbol Operations,The value of the expression is
Q003069,General Mental Ability & CSAT,Blood Relations,The divisor of the expression for every integer x is
Q003070,General Mental Ability & CSAT,Blood Relations,"The point (2, 7) will be the triangle formed by (4,- 1) and (-2, 6)"
Q003071,Indian Economy,Development,"A family spends 30% of its income on food, 10% on clothes, 18% on house and 7% on others. If the monthly income of the family is Rs 4000/- then approximately how many months will it take to save Rs 15000/-"
Q003072,Mathematics — Mains,Arithmetic,"There will be ways to divide 15 men and 15 women into 15 pairs, with each pair consisting of one man and one woman, how many such pairs can be formed"
Q003073,Geography,Rivers,Kosi River
Q003074,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic
Q003075,General Mental Ability & CSAT,Blood Relations,Family-relation 'story' puzzles
Q003076,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q003077,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quantitative word-problems
Q003078,General Mental Ability & CSAT,Mathematical & Symbol Operations,If then the value of 𝒇 �𝐟�𝐟(𝐱)�� will be-
Q003079,Indian Economy,Development,Human Development Index
Q003080,General Mental Ability & CSAT,Coding-Decoding,The value of the acute angle between the normals to the planes 2x and
Q003081,General Mental Ability & CSAT,Blood Relations,NONE
Q003082,Indian Economy,Development,Demand Function
Q003083,Bihar Economy,Industry,Dividend Calculation
Q003084,General Mental Ability & CSAT,Mathematical & Symbol Operations,Quadratic Equation
Q003085,General Mental Ability & CSAT,Number & Letter Series,"Given that, then x and y are respectively"
Q003086,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q003087,Indian Economy,Development,Bihar Budget
Q003088,General Mental Ability & CSAT,Mathematical & Symbol Operations,Age Problems
Q003089,General Mental Ability & CSAT,Blood Relations,Family-relation
Q003090,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q003091,Indian Economy,Development,Bihar Budget
Q003092,General Mental Ability & CSAT,Mathematical & Symbol Operations,Age Problems
Q003093,Mathematics — Mains,Arithmetic Progression,"The 101st term of the arithmetic progression 5, 11, 17, … is"
Q003094,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzles
Q003095,Indian Economy,Development,Bihar Budget
Q003096,Indian Economy,Development,Bihar Budget
